         E0,keV         dE,det1         dE,det2         dE,det3         dE,det4              CF          ang_z  
        490.128         8.19833         449.201               0               0                1          13.6902
         320.75         13.7842         303.822               0               0                1          17.8734
        248.778         21.6533         194.753               0               0                1          10.6555
        138.322         24.8231         94.7746               0               0                1          14.0433
        398.319          11.201         115.199               0               0                1          13.2797
        192.396         29.5302         107.105               0               0                1          22.6356
        409.089         7.16093         339.928               0               0                1          16.7977
        133.109         32.8941         63.0493               0               0                1          27.8609
        329.335         16.4496         240.233               0               0                1          26.4507
         230.08         16.0741         198.359               0               0                1          10.5027
        330.124         11.5824         312.094               0               0                1          21.0366
         304.19         24.9253         252.954               0               0                1          17.4253
        212.471         25.8859         131.833               0               0                1          25.5467
        622.146         8.80494         371.328               0               0                1          6.25559
        611.634         8.69555         545.432               0               0                1          14.2394
        192.774         19.6936         161.779               0               0                1           6.6698
        341.795          15.146         307.444               0               0                1           12.075
        292.923          14.355         273.116               0               0                1          20.7822
        200.523         67.7511           52.27               0               0                1          10.4762
        129.323           46.69         53.7846               0               0                1          9.76387
        126.591         35.5413         64.0464               0               0                1          20.1592
        146.454         27.2566         113.362               0               0                1          25.6552
        279.417         19.2608         183.842               0               0                1          15.4167
        214.915         43.4914         34.5612               0               0                1          53.5494
        477.428         8.62985         465.676               0               0                1          14.5275
         208.37         22.3268         161.124               0               0                1          14.0161
        331.316         15.5805         312.281               0               0                1          13.8783
        144.892          23.995          114.14               0               0                1          17.5298
        107.657         64.2052         25.2387               0               0                1          13.8882
        362.867         17.8663         121.779               0               0                1          15.1415
        409.017         13.1027         292.407               0               0                1          20.5752
        271.082         34.1917         135.505               0               0                1          4.13025
        177.415          22.558          149.29               0               0                1          19.3123
        720.916         18.7242         239.356               0               0                1          13.0139
        119.141         31.6437         6.98308               0               0                1          18.0497
        266.712         12.0207         250.266               0               0                1          11.7596
         480.53         8.07664         104.618               0               0                1          17.6459
         282.63         13.9737         264.041               0               0                1          20.4599
        477.117               0         73.6557               0               0                1          26.0329
        174.442          27.499         124.304               0               0                1          32.2733
        610.735         8.96894         347.803         148.484               0                1          20.4038
        140.521         24.2699         88.1725               0               0                1          15.9761
        266.341         41.6953         77.2908               0               0                1           25.675
        530.286         12.9462         262.459               0               0                1          18.9593
        376.629         19.1338          335.15               0               0                1          8.19675
        109.338         42.6882         28.2037               0               0                1          5.81797
        211.687         22.3031         176.993               0               0                1          15.0832
        192.504         13.5185         126.645               0               0                1          18.7765
        348.706         9.81705         335.524               0               0                1           18.866
        332.356         10.0663         147.117               0               0                1          14.8047
        224.461         23.0421         177.921               0               0                1          16.9071
        155.776         71.6286         59.5745               0               0                1          17.7517
        921.656               0         269.473               0               0                1          4.99641
        481.685         18.4457         386.959               0               0                1           1.6059
